Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS27, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-06-07 17:20:00,-0.77,0.25,0.06,0.17,0.23,18.85,31,2.94,140.9
2022-06-07 17:25:00,-0.48,0.25,-0.06,0.16,0.1,18.99,29,4.98,137.8
2022-06-07 17:30:00,-0.56,0.24,-0.28,0.51,0.23,19.12,30,3.56,131
2022-06-07 17:35:00,-0.51,0.25,-0.39,0.58,0.19,19.34,31,3.1,145.3
2022-06-07 17:40:00,-0.66,0.16,-0.46,0.31,-0.15,18.95,32,2.27,140.7
2022-06-07 17:45:00,-0.46,0.25,-0.49,0.38,-0.1,18.54,34,2.62,147.7
2022-06-07 17:50:00,-0.52,0.17,-0.42,0.49,0.07,18.32,34,2.1,165.9
2022-06-07 17:55:00,-0.53,0.24,-0.29,0.5,0.21,18.17,35,1.44,162.8
2022-06-07 18:00:00,-0.48,0.25,-0.06,0.35,0.29,17.96,36,0.93,159.8
2022-06-07 18:05:00,-0.5,0.22,0.24,0.33,0.57,18.68,35,1.7,153.9
2022-06-07 18:10:00,-0.61,0.2,0.23,0.54,0.76,20.03,31,1.33,174.8
2022-06-07 18:15:00,-0.7,0.29,0.3,0.37,0.67,19.66,33,2.22,157.4
2022-06-07 18:20:00,-0.66,0.18,0.2,0.2,0.4,18.82,33,2.46,181.2
2022-06-07 18:25:00,-0.58,0.18,-0.04,0.31,0.27,18.77,33,2.1,209.4
2022-06-07 18:30:00,-0.63,0.18,0.07,0.18,0.24,18.43,34,2.45,212.9
2022-06-07 18:35:00,-0.54,0.18,0.16,0.12,0.27,17.99,36,2.08,211.5
2022-06-07 18:40:00,-0.57,0.18,-0.01,0.47,0.45,17.35,39,2.26,197.3
2022-06-07 18:45:00,-0.76,0.21,-0.23,0.3,0.07,16.8,45,2.31,177.2
2022-06-07 18:50:00,-0.68,0.2,-0.37,0.54,0.17,16.52,44,2.26,196.9
2022-06-07 18:55:00,-0.5,0.16,-0.09,0.38,0.28,16.4,40,2.02,226.6
2022-06-07 19:00:00,-0.52,0.22,0.11,0.34,0.45,16.28,42,2.3,192
2022-06-07 19:05:00,-0.6,0.19,0.3,0.33,0.62,15.85,43,2.89,182.1
2022-06-07 19:10:00,-0.55,0.22,0.18,0.34,0.52,15.34,45,2.9,169.5
2022-06-07 19:15:00,-0.64,0.18,-0.21,0.28,0.07,15.13,46,2.23,142.4
2022-06-07 19:20:00,-0.65,0.19,-0.23,0.35,0.12,14.94,49,2.39,145.3
2022-06-07 19:25:00,-0.75,0.22,-0.44,0.96,0.53,14.7,49,2.12,157.6
2022-06-07 19:30:00,-0.43,0.2,0.05,1.15,1.2,14.66,48,2.5,176.3
2022-06-07 19:35:00,-0.62,0.29,-0.02,0.51,0.49,14.72,46,2.8,168.6
2022-06-07 19:40:00,-0.58,0.23,0.03,0.22,0.25,15.21,43,2.4,155.4
2022-06-07 19:45:00,-0.59,0.25,-0.03,0.42,0.39,15.4,44,2.38,159.5
2022-06-07 19:50:00,-0.52,0.14,0.11,0.42,0.53,15.3,45,2.58,159
2022-06-07 19:55:00,-0.46,0.27,-0.03,0.34,0.31,15.02,45,2.49,162.5
2022-06-07 20:00:00,-0.76,0.18,-0.08,0.26,0.18,15.01,44,2.57,165.2
2022-06-07 20:05:00,-0.54,0.14,-0.05,1.1,1.05,15.04,43,2.31,173.6
2022-06-07 20:10:00,-0.66,0.23,-0.11,1.22,1.11,14.81,45,2.55,167.6
2022-06-07 20:15:00,-0.48,0.23,0.06,1.27,1.34,14.53,45,2.89,164.8
2022-06-07 20:20:00,-0.58,0.21,0.04,0.73,0.77,14.47,45,2.78,182.4
2022-06-07 20:25:00,-0.57,0.34,0.16,0.41,0.57,14.43,45,2.4,177.8
2022-06-07 20:30:00,-0.54,0.31,0.27,0.22,0.49,14.27,45,2.32,178.5
2022-06-07 20:35:00,-0.6,0.23,0.2,0.06,0.25,14.2,46,3.11,197.6
2022-06-07 20:40:00,-0.6,0.16,0.28,0.17,0.45,14.04,46,3.04,188.2
2022-06-07 20:45:00,-0.54,0.27,0.29,0.27,0.56,13.79,46,2.9,176.6
2022-06-07 20:50:00,-0.6,0.26,0.24,0.32,0.57,13.51,47,2.75,176.3
2022-06-07 20:55:00,-0.76,0.22,0.05,0.29,0.34,13.32,48,2.72,180.2
2022-06-07 21:00:00,-0.67,0.23,-0.25,0.45,0.21,13.3,48,3.7,189.1
2022-06-07 21:05:00,-0.69,0.3,-0.48,0.66,0.18,13.14,48,3.67,184.1
2022-06-07 21:10:00,-0.6,0.3,-0.53,0.3,-0.23,12.92,48,3.15,178.1
2022-06-07 21:15:00,-0.47,0.26,-0.25,0.07,-0.18,12.84,48,3.11,171.7
2022-06-07 21:20:00,-0.63,0.32,-0.09,0.29,0.2,12.77,48,3.13,178.7
2022-06-07 21:25:00,-0.77,0.24,0.13,0.05,0.18,12.67,49,3.17,178.7
2022-06-07 21:30:00,-0.66,0.31,0.31,0.33,0.64,12.7,50,3.21,179.8
2022-06-07 21:35:00,-0.55,0.15,0.31,0.22,0.53,12.63,49,3.6,182.9
2022-06-07 21:40:00,-0.62,0.19,0.3,-0.05,0.25,12.58,49,3.8,184.4
2022-06-07 21:45:00,-0.68,0.15,-0.12,0.18,0.07,12.5,49,3.39,181
2022-06-07 21:50:00,-0.61,0.3,-0.38,0.03,-0.35,12.4,50,3.19,179.7
2022-06-07 21:55:00,-0.62,0.29,-0.28,0.26,-0.02,12.36,50,3.9,187.3
2022-06-07 22:00:00,-0.47,0.24,0.13,0.13,0.27,12.22,49,4.41,208.6
2022-06-07 22:05:00,-0.54,0.23,0.34,0.07,0.41,13.22,44,7.02,231.1
2022-06-07 22:10:00,-0.51,0.28,0.52,0.08,0.6,13.54,44,7.23,221.6
2022-06-07 22:15:00,-0.46,0.31,0.6,0.3,0.9,13.18,46,6.3,225.9
2022-06-07 22:20:00,-0.45,0.29,0.67,0.09,0.76,13.03,48,6.61,234
2022-06-07 22:25:00,-0.57,0.34,0.46,0.36,0.82,13.07,49,6.86,234.1
2022-06-07 22:30:00,-0.64,0.36,0.5,0.39,0.9,13.03,50,6.47,237
2022-06-07 22:35:00,-0.57,0.29,0.35,0.49,0.84,12.85,52,6.8,235.2
2022-06-07 22:40:00,-0.57,0.32,0.26,0.48,0.74,12.86,54,6.7,235.8
2022-06-07 22:45:00,-0.55,0.25,0.34,0.42,0.76,12.7,55,6.06,234.9
2022-06-07 22:50:00,-0.59,0.22,0.3,0.55,0.85,12.58,56,7.31,237.7
2022-06-07 22:55:00,-0.63,0.27,0.34,0.24,0.57,12.45,57,6.86,231.8
2022-06-07 23:00:00,-0.47,0.27,-0.06,0.67,0.61,12.46,58,5.96,239.2
2022-06-07 23:05:00,-0.46,0.3,-0.25,0.68,0.43,12.32,58,6.57,232.5
2022-06-07 23:10:00,-0.47,0.37,-0.18,0.93,0.75,12.21,60,6.73,233.3
2022-06-07 23:15:00,-0.6,0.26,0.14,0.88,1.02,12.2,61,6.29,223.2
2022-06-07 23:20:00,-0.55,0.25,0.08,0.67,0.75,12.18,61,6.31,233.9
2022-06-07 23:25:00,-0.62,0.32,0.16,0.4,0.56,12.06,61,6.69,237.4
2022-06-07 23:30:00,-0.56,0.3,0.03,0.56,0.59,12.1,62,5.95,240.6
2022-06-07 23:35:00,-0.5,0.22,0.12,0.55,0.67,12.07,62,5.84,235.3
2022-06-07 23:40:00,-0.51,0.24,0.24,0.8,1.04,11.97,63,5.78,232.7
2022-06-07 23:45:00,-0.58,0.26,0.42,0.81,1.23,12,63,5.48,236.9
2022-06-07 23:50:00,-0.41,0.22,0.52,0.98,1.5,11.87,63,5.19,239.2
2022-06-07 23:55:00,-0.65,0.3,0.43,1.03,1.46,11.63,64,4.09,242.2
2022-06-08 00:00:00,-0.5,0.25,0.14,0.95,1.09,11.42,65,2.86,248
2022-06-08 00:05:00,-0.51,0.26,0.08,0.67,0.75,11.3,65,2.72,250.6
2022-06-08 00:10:00,-0.59,0.24,-0.09,0.54,0.45,11.25,66,2.16,248
2022-06-08 00:15:00,-0.56,0.33,0.09,0.53,0.62,11.2,66,3.01,246.2
2022-06-08 00:20:00,-0.33,0.25,0.15,0.52,0.66,11.04,66,2.83,241.6
2022-06-08 00:25:00,-0.56,0.24,-0.12,0.52,0.41,10.66,68,3.45,237.4
2022-06-08 00:30:00,-0.56,0.25,-0.1,0.35,0.25,10.38,69,3.91,223.7
2022-06-08 00:35:00,-0.78,0.24,-0.05,0.5,0.45,10.11,71,5.33,231.5
2022-06-08 00:40:00,-0.54,0.28,0.16,0.48,0.64,10.05,71,5.62,226.7
2022-06-08 00:45:00,-0.65,0.29,0.19,0.5,0.7,10.29,69,5.21,235.8
2022-06-08 00:50:00,-0.61,0.17,-0.01,0.5,0.49,10.25,69,4.17,213.4
2022-06-08 00:55:00,-0.43,0.25,-0.03,0.7,0.67,9.85,72,3.4,213.2
2022-06-08 01:00:00,-0.61,0.3,0.02,0.63,0.64,9.63,72,3.13,218.5
2022-06-08 01:05:00,-0.54,0.22,-0.06,0.57,0.52,9.5,73,3.13,224.4
2022-06-08 01:10:00,-0.6,0.29,-0.09,0.44,0.35,9.41,74,4.71,221.5
2022-06-08 01:15:00,-0.62,0.28,0.17,0.42,0.59,9.41,73,3.67,211.5
2022-06-08 01:20:00,-0.76,0.27,0.16,0.67,0.83,9.4,73,3.17,195.5
2022-06-08 01:25:00,-0.57,0.3,0.07,0.59,0.66,9.34,72,2.46,201.6
2022-06-08 01:30:00,-0.56,0.26,-0.1,0.66,0.56,9.12,72,0.45,208.9
2022-06-08 01:35:00,-0.64,0.3,0.09,0.55,0.63,9.14,72,2.92,180.1
2022-06-08 01:40:00,-0.55,0.28,0.14,0.58,0.71,8.96,74,3.29,188.1
2022-06-08 01:45:00,-0.73,0.3,0.03,0.63,0.66,8.8,76,3.57,187.5
2022-06-08 01:50:00,-0.61,0.28,0.12,0.59,0.7,8.71,75,3.2,194.6
2022-06-08 01:55:00,-0.43,0.3,-0.08,0.55,0.47,8.58,75,3.4,182.4
2022-06-08 02:00:00,-0.63,0.26,0.02,0.36,0.38,8.53,77,3.76,194.3
2022-06-08 02:05:00,-0.48,0.27,Z/S,Z/S,Z/S,8.6,77,3.66,192.6
2022-06-08 02:10:00,-0.44,0.31,Z/S,Z/S,Z/S,8.6,76,3.37,182.7
2022-06-08 02:15:00,-0.59,0.29,Z/S,Z/S,Z/S,8.47,76,3.61,182.3
2022-06-08 02:20:00,-0.59,0.4,Z/S,Z/S,Z/S,8.28,77,3.17,178.1
2022-06-08 02:25:00,-0.5,0.37,Z/S,Z/S,Z/S,8.14,77,3.39,174.7
2022-06-08 02:30:00,-0.62,0.3,Z/S,Z/S,Z/S,8.08,77,2.96,170.1
2022-06-08 02:35:00,-0.55,0.27,Z/S,Z/S,Z/S,7.86,77,3.14,168.4
2022-06-08 02:40:00,-0.61,0.36,51.6,55.36,107,7.62,79,2.48,149.5
2022-06-08 02:45:00,-0.55,0.27,Z/S,Z/S,Z/S,7.67,79,2.45,156.7
2022-06-08 02:50:00,-0.62,0.24,Z/S,Z/S,Z/S,7.8,78,1.9,152.7
2022-06-08 02:55:00,-0.66,0.27,Z/S,Z/S,Z/S,7.8,77,2.22,156.6
2022-06-08 03:00:00,-0.65,0.26,Z/S,Z/S,Z/S,7.8,79,2.23,171
2022-06-08 03:05:00,-0.5,0.18,0.51,0.66,1.17,7.9,78,1.87,147.7
2022-06-08 03:10:00,-0.77,0.37,0.46,0.53,0.98,7.94,78,1.84,158.6
2022-06-08 03:15:00,-0.71,0.32,0.21,0.65,0.86,8.13,78,2.5,177
2022-06-08 03:20:00,-0.46,0.26,0.03,0.81,0.83,8.2,78,2.67,195.1
2022-06-08 03:25:00,-0.68,0.3,-0.01,0.56,0.55,8.24,78,3.67,195.2
2022-06-08 03:30:00,-0.61,0.26,0.2,0.37,0.56,8.06,79,3.16,171.7
2022-06-08 03:35:00,-0.5,0.27,0.18,0.6,0.78,7.73,79,2.58,150.3
2022-06-08 03:40:00,-0.62,0.3,0.28,0.53,0.81,7.43,80,3.22,162.5
2022-06-08 03:45:00,-0.53,0.3,0.4,0.18,0.58,7.3,80,2.62,167.8
2022-06-08 03:50:00,-0.5,0.25,0.24,0.38,0.62,7.4,80,2.47,159.9
2022-06-08 03:55:00,-0.6,0.29,0.24,0.63,0.87,7.27,80,1.63,120.2
2022-06-08 04:00:00,-0.73,0.33,0.24,0.42,0.66,7.3,81,2.58,167.8
2022-06-08 04:05:00,Z/S,0.31,0.44,0.38,0.81,7.31,82,3.25,175.4
2022-06-08 04:10:00,Z/S,0.3,0.09,0.45,0.54,7.34,82,3.41,171.3
2022-06-08 04:15:00,Z/S,0.29,0.09,0.26,0.35,7.16,82,3.52,162.7
2022-06-08 04:20:00,Z/S,0.33,-0.13,0.48,0.35,7.03,82,2.86,169.3
2022-06-08 04:25:00,Z/S,0.38,-0.11,0.73,0.62,7.21,82,3.21,176
2022-06-08 04:30:00,Z/S,0.38,-0.13,0.46,0.33,7.24,82,3.42,173.8
2022-06-08 04:35:00,Z/S,0.38,0.11,0.04,0.15,7.26,82,3.67,176.5
2022-06-08 04:40:00,205.8,0.3,0.42,0.41,0.83,7.49,81,3.72,178.8
2022-06-08 04:45:00,Z/S,0.33,0.51,0.71,1.21,7.74,80,3.43,176
2022-06-08 04:50:00,Z/S,0.36,0.62,0.6,1.23,7.89,79,3.95,183.6
2022-06-08 04:55:00,Z/S,0.38,0.83,1.74,2.57,8.03,80,4.28,192.2
2022-06-08 05:00:00,Z/S,0.37,0.64,1.43,2.07,8.11,78,3.67,173.1
2022-06-08 05:05:00,-0.64,Z/S,0.38,1.28,1.66,8.23,78,3.8,175.5
2022-06-08 05:10:00,-0.64,Z/S,0.1,0.7,0.8,8.41,78,4.69,185.4
2022-06-08 05:15:00,-0.61,Z/S,1.1,2.63,3.73,8.82,76,3.58,174.6
2022-06-08 05:20:00,-0.62,Z/S,3.35,8.63,11.98,9.18,75,3.66,166.3
2022-06-08 05:25:00,-0.55,Z/S,0.77,5.24,6.01,9.34,74,3.55,169
2022-06-08 05:30:00,-0.38,Z/S,0.95,2.69,3.64,9.83,72,4.47,183.7
2022-06-08 05:35:00,-0.4,Z/S,2.29,5.23,7.52,10.29,70,3.45,175.1
2022-06-08 05:40:00,-0.44,16.58,0.66,2.14,2.8,10.63,69,3.62,184.6
2022-06-08 05:45:00,-0.53,Z/S,0.63,1.21,1.83,11.2,67,3.44,184
2022-06-08 05:50:00,-0.44,Z/S,0.13,1.7,1.83,11.41,67,5.58,191.8
2022-06-08 05:55:00,-0.29,Z/S,-0.17,1.11,0.94,11.53,64,5.27,189.9
2022-06-08 06:00:00,-0.27,Z/S,-0.08,0.61,0.52,11.6,64,5.36,187
2022-06-08 06:05:00,-0.19,0.33,0.13,0.68,0.8,11.77,63,6.72,197.1
2022-06-08 06:10:00,-0.45,0.32,0.18,0.86,1.04,11.53,63,8.28,217.1
2022-06-08 06:15:00,-0.47,0.28,-0.1,0.8,0.7,11.22,65,8.48,226.3
2022-06-08 06:20:00,-0.44,0.27,-0.07,0.77,0.7,11.44,66,7.59,232
2022-06-08 06:25:00,-0.32,0.36,0.23,0.91,1.14,11.84,65,8.04,229.2
2022-06-08 06:30:00,-0.37,0.26,0.45,0.82,1.26,12.29,63,9.19,226.7
2022-06-08 06:35:00,-0.22,0.32,0.5,1.04,1.53,12.66,61,7.41,232.4
2022-06-08 06:40:00,-0.13,0.28,0.2,1.07,1.27,13.08,59,5.38,223.3
2022-06-08 06:45:00,-0.15,0.29,0.13,1,1.13,13.47,58,4.51,207.9
2022-06-08 06:50:00,0.04,0.3,0.03,1.13,1.16,13.98,57,4.8,213.4
2022-06-08 06:55:00,-0.1,0.31,0.15,1.03,1.18,14.35,55,4.88,206.7
2022-06-08 07:00:00,-0.17,0.26,0.55,0.91,1.47,14.72,55,4.98,216.5
2022-06-08 07:05:00,-0.07,0.25,0.84,1.54,2.38,15.25,55,3.56,196
2022-06-08 07:10:00,-0.3,0.32,0.65,1.33,1.98,15.5,53,4.7,206.5
2022-06-08 07:15:00,-0.34,0.29,0.28,0.88,1.17,15.53,52,7.6,217.5
2022-06-08 07:20:00,-0.42,0.29,0.13,0.96,1.09,15.73,53,4.56,235.6
2022-06-08 07:25:00,-0.35,0.27,0.12,0.84,0.96,16.24,52,4.32,212
2022-06-08 07:30:00,-0.49,0.3,0.03,1.03,1.06,16.23,51,6.96,233.7
2022-06-08 07:35:00,-0.47,0.25,0.2,0.81,1.01,16.16,51,6.99,227.5
2022-06-08 07:40:00,-0.57,0.23,0.32,0.51,0.82,16.38,51,6.25,215.3
2022-06-08 07:45:00,-0.36,0.22,0.39,0.73,1.11,16.59,49,6.68,247.9
2022-06-08 07:50:00,-0.59,0.21,0.57,1.49,2.05,16.72,49,4.09,242.8
2022-06-08 07:55:00,-0.62,0.21,0.37,0.95,1.31,17.24,48,4.33,226.6
2022-06-08 08:00:00,-0.63,0.31,0.26,0.74,1,17.19,47,6.46,233.6
2022-06-08 08:05:00,-0.56,0.31,-0.07,0.62,0.55,17.24,46,3.7,198.1
2022-06-08 08:10:00,-0.62,0.33,-0.27,0.83,0.56,17.51,45,3.48,287.8
2022-06-08 08:15:00,-0.5,0.32,-0.16,0.56,0.41,17.96,44,4.6,207.3
2022-06-08 08:20:00,-0.56,0.28,0.11,0.51,0.63,17.8,44,4.56,187.5
2022-06-08 08:25:00,-0.52,0.27,0.32,0.81,1.13,18.01,44,4.32,194.5
2022-06-08 08:30:00,-0.65,0.23,0.5,0.66,1.16,18.23,43,3.29,98.6
2022-06-08 08:35:00,-0.52,0.14,0.58,0.73,1.31,18.38,42,6.62,245.4
2022-06-08 08:40:00,-0.44,0.21,0.64,0.72,1.35,18.27,41,2.99,212.8
2022-06-08 08:45:00,-0.57,0.28,0.55,0.55,1.11,18.65,38,5.63,103.8
2022-06-08 08:50:00,-0.51,0.12,0.38,0.49,0.87,18.83,39,5.63,82.1
2022-06-08 08:55:00,-0.71,0.11,0.25,0.57,0.83,19.2,38,6.13,160.8
2022-06-08 09:00:00,-0.36,0.18,0.26,0.5,0.76,19.33,38,8.71,232.6
2022-06-08 09:05:00,-0.35,0.06,0.09,0.37,0.46,19.24,38,7.02,224.8
2022-06-08 09:10:00,-0.49,0.17,0.24,0.4,0.64,19.04,38,8.39,232.5
2022-06-08 09:15:00,-0.32,0.18,0.46,0.33,0.79,18.61,39,6.06,248.5
2022-06-08 09:20:00,-0.18,0.09,0.45,0.61,1.06,18.72,38,4.91,246.8
2022-06-08 09:25:00,-0.07,0.19,0.26,0.67,0.93,18.62,38,4.26,196.2
2022-06-08 09:30:00,-0.06,0.19,0.32,0.48,0.8,18.82,38,5.07,146.2
2022-06-08 09:35:00,0.04,0.21,0.22,1.07,1.29,19.37,36,5.63,162.9
2022-06-08 09:40:00,-0.14,0.15,0.13,1.18,1.31,19.36,34,5.95,207.7
2022-06-08 09:45:00,Cal,0.15,0.25,0.67,0.92,18.92,34,2.86,204.8
2022-06-08 09:50:00,Cal,0.12,0.2,0.82,1.03,18.94,36,5.45,243.3
2022-06-08 09:55:00,Cal,0.23,0.4,0.83,1.23,18.88,34,5.61,200.9
2022-06-08 10:00:00,Cal,0.26,0.31,0.68,0.99,18.95,34,5.89,206.6
2022-06-08 10:05:00,Cal,0.26,0.45,0.75,1.21,19.27,34,6.28,232.1
2022-06-08 10:10:00,Cal,0.27,0.56,0.74,1.3,18.85,38,5.45,235.8
2022-06-08 10:15:00,Cal,0.26,0.26,1.29,1.55,18.24,41,6.41,266.8
2022-06-08 10:20:00,Cal,0.25,0.08,1.26,1.34,18.26,42,6.49,247.7
2022-06-08 10:25:00,Cal,0.22,0.06,0.85,0.91,18.25,42,7.34,263.8
2022-06-08 10:30:00,Cal,0.3,0.17,0.68,0.85,18.48,43,8.15,268.6
2022-06-08 10:35:00,Cal,0.21,0.23,0.67,0.89,18.45,42,7.91,267.6
2022-06-08 10:40:00,Cal,0.29,0.11,0.69,0.81,18.25,42,8.03,255.8
2022-06-08 10:45:00,Cal,0.28,0.14,0.87,1.01,18.42,42,7.47,268.7
2022-06-08 10:50:00,Cal,0.26,0.2,1.3,1.5,18.68,41,8.44,279
2022-06-08 10:55:00,Cal,0.28,0.64,1.44,2.08,18.81,42,7.3,257.9
2022-06-08 11:00:00,Cal,0.3,0.51,0.97,1.47,18.92,41,7.46,273.5
2022-06-08 11:05:00,Cal,0.29,0.27,0.78,1.05,18.72,40,7.09,260.4
2022-06-08 11:10:00,Cal,0.35,0.23,0.67,0.9,18.54,40,7.59,257.3
2022-06-08 11:15:00,Cal,0.3,0.18,0.66,0.84,18.4,42,7.92,266.6
2022-06-08 11:20:00,Cal,0.35,0.25,0.96,1.21,18.38,41,6.73,270.9
2022-06-08 11:25:00,Cal,0.26,0.42,1.87,2.29,18.17,43,6.86,255.4
2022-06-08 11:30:00,Cal,0.29,0.58,1.74,2.32,18.19,44,5.5,272.9
2022-06-08 11:35:00,Cal,0.29,0.45,1.61,2.06,18.02,45,5.51,254.6
2022-06-08 11:40:00,Cal,0.31,0.41,1.58,1.99,17.96,45,5.61,283.1
2022-06-08 11:45:00,Cal,0.34,0.26,1.07,1.33,17.99,45,3.78,292.2
2022-06-08 11:50:00,Cal,0.32,0.11,1.26,1.37,18.29,44,4.46,260.5
2022-06-08 11:55:00,Cal,0.31,0.13,0.97,1.1,18.5,42,5.36,281.5
2022-06-08 12:00:00,Cal,0.25,0.32,0.86,1.18,18.76,42,4.7,263.7
2022-06-08 12:05:00,Cal,0.31,0.32,0.62,0.94,18.78,40,4.66,271.7
2022-06-08 12:10:00,Cal,0.32,0.24,0.49,0.73,18.97,39,5.11,259.1
2022-06-08 12:15:00,Cal,0.33,0.09,0.69,0.78,18.88,39,4.03,241.5
2022-06-08 12:20:00,Cal,0.38,0.08,0.79,0.87,18.99,39,4.51,233.4
2022-06-08 12:25:00,Cal,0.33,0.02,0.74,0.76,19.07,38,2.16,214
2022-06-08 12:30:00,Cal,0.23,0.12,0.59,0.71,19.53,36,4.44,198.8
2022-06-08 12:35:00,Cal,0.29,-0.08,0.84,0.75,19.64,36,2.59,131.5
2022-06-08 12:40:00,0.88,0.24,0.11,0.8,0.91,19.9,35,2.89,182.2
2022-06-08 12:45:00,0.45,0.35,0.21,0.97,1.18,20.16,33,2.96,235.3
2022-06-08 12:50:00,0.37,0.28,0.38,0.75,1.13,20.16,34,4.29,225.7
2022-06-08 12:55:00,0.42,0.28,0.42,1.03,1.44,20.35,34,4.29,243.2
2022-06-08 13:00:00,0.33,0.29,0.32,0.87,1.19,20.64,34,5.78,282.9
2022-06-08 13:05:00,0.41,0.28,0.05,1.06,1.11,20.93,32,6.62,162.3
2022-06-08 13:10:00,0.17,0.33,0.12,0.84,0.96,21.29,31,8.03,113.7
2022-06-08 13:15:00,-0.07,0.34,0.2,0.75,0.96,20.94,30,6.19,173.6
2022-06-08 13:20:00,-0.1,0.31,0.07,1.02,1.09,20.81,32,6.3,140.9
2022-06-08 13:25:00,0.05,0.19,-0.05,1.14,1.09,20.81,31,5.34,135.9
2022-06-08 13:30:00,-0.16,0.25,-0.03,0.85,0.81,20.94,31,7.35,151
2022-06-08 13:35:00,0.08,0.31,0.04,1.05,1.09,20.73,30,9.09,132.4
2022-06-08 13:40:00,-0.19,0.26,0.13,0.96,1.09,20.85,31,4.46,146.4
2022-06-08 13:45:00,-0.27,0.27,0.11,0.65,0.76,21.04,29,7.01,157.4
2022-06-08 13:50:00,-0.15,0.28,0.06,0.77,0.82,21.19,29,5.85,188.1
2022-06-08 13:55:00,-0.35,0.14,0.11,0.72,0.82,21.57,29,8.13,164.5
2022-06-08 14:00:00,-0.12,0.19,0,0.85,0.84,21.77,28,8.86,193.6
2022-06-08 14:05:00,-0.09,0.22,0.01,0.49,0.5,22.1,28,6.33,193.9
2022-06-08 14:10:00,-0.2,0.25,-0.09,0.53,0.44,21.42,29,9.43,171.8
2022-06-08 14:15:00,-0.23,0.29,-0.05,0.78,0.73,20.59,30,10.32,205.3
2022-06-08 14:20:00,-0.1,0.22,0.09,0.77,0.87,20.25,30,9.92,216
2022-06-08 14:25:00,-0.1,0.13,0.06,0.8,0.87,20.11,31,8.61,214.5
2022-06-08 14:30:00,-0.28,0.19,0.04,0.66,0.69,20.2,31,6.49,196.7
2022-06-08 14:35:00,-0.31,0.09,-0.07,0.69,0.62,20.51,31,4.87,180.3
2022-06-08 14:40:00,-0.14,0.17,0.2,0.51,0.71,20.82,29,5.85,231.8
2022-06-08 14:45:00,-0.1,0.21,0.22,0.91,1.13,21.21,28,6.74,197.1
2022-06-08 14:50:00,-0.4,0.16,0.46,0.25,0.71,22.01,27,7.88,134.9
2022-06-08 14:55:00,-0.22,0.17,-0.32,0.75,0.43,22.46,26,12.42,120.4
2022-06-08 15:00:00,-0.04,0.11,-0.51,0.7,0.19,21.68,26,6.85,127.7
2022-06-08 15:05:00,-0.19,0.18,-0.39,0.75,0.35,22.57,27,9.71,124
2022-06-08 15:10:00,-0.12,0.17,-0.14,0.87,0.73,23.25,25,8.79,123.2
2022-06-08 15:15:00,-0.17,0.22,0.08,0.81,0.89,23.13,25,9.99,115.6
2022-06-08 15:20:00,-0.39,0.2,-0.16,0.9,0.74,23.33,25,8.81,188
2022-06-08 15:25:00,-0.24,0.23,-0.4,0.7,0.31,22.91,26,9.23,189.5
2022-06-08 15:30:00,-0.19,0.27,-0.31,0.75,0.45,22.21,27,7.85,148.6
2022-06-08 15:35:00,-0.23,0.31,-0.15,0.74,0.59,22.39,27,9.25,115.3
2022-06-08 15:40:00,-0.21,0.3,0.07,0.6,0.68,22.34,27,8.49,138.6
2022-06-08 15:45:00,-0.22,0.21,0.01,0.6,0.62,22.31,27,9.26,122.9
2022-06-08 15:50:00,-0.19,0.19,0.1,0.97,1.08,22.45,27,9.46,167.8
2022-06-08 15:55:00,-0.19,0.29,0.19,0.8,0.99,21.71,28,10.63,177
2022-06-08 16:00:00,-0.17,0.26,0.28,0.4,0.67,21.57,29,6.14,157.7
2022-06-08 16:05:00,-0.21,0.19,0.22,0.47,0.69,21.68,30,5.95,137.7
2022-06-08 16:10:00,-0.17,0.22,0.33,0.45,0.78,21.7,29,7.78,154.7
2022-06-08 16:15:00,-0.26,0.26,0.23,0.86,1.09,21.66,30,8.75,161.9
2022-06-08 16:20:00,-0.32,0.26,0.22,1.19,1.41,21.56,30,8.82,186.5
2022-06-08 16:25:00,-0.26,0.33,0.09,1.2,1.29,21.44,31,6.1,142.1
2022-06-08 16:30:00,-0.31,0.3,0.17,0.86,1.03,21.43,31,8.99,140.5
2022-06-08 16:35:00,-0.18,0.33,0.23,0.7,0.93,21.35,31,5.91,159.5
2022-06-08 16:40:00,-0.17,0.33,0.08,0.95,1.03,21.42,31,9.37,151.2
2022-06-08 16:45:00,-0.3,0.37,0.14,1.12,1.26,21.35,31,6.25,160.9
2022-06-08 16:50:00,-0.11,0.37,0.32,1.18,1.5,21.5,32,5.99,167.8
2022-06-08 16:55:00,-0.26,0.44,0.28,1.16,1.44,21.73,31,7.47,167.1
2022-06-08 17:00:00,-0.23,0.35,0.06,0.87,0.93,21.34,31,7.18,183.5
2022-06-08 17:05:00,-0.25,0.37,-0.03,0.86,0.83,21.23,32,6.66,170.2
2022-06-08 17:10:00,-0.26,0.33,-0.04,0.83,0.8,21.2,32,5.03,166.9
